review,sentiment
like title thread say impression got movie marlee matlin character always angry cynical pathetic character first date william hurt character dancing dumb tried finish watching movie four time four time fell asleep would keep watching movie one intention beat problem insomnia put sleep sweet dream,0
greeting darkness director alejandro amenabar creates life odds based true story version one man struggle control destiny great javier bardem fascinating watch role ramon eye head movement leave little doubt going mind dream fantasy sequence overused prove effective explaining want want rather force u answer euthanasia question real question posed love every turn see people love looking love dying loved script tight keep film moving despite filmed mostly one room supporting cast wonderful truly feel pain family member deal ramon decision gem deserves seen,1
sweet sixteen minute director jim sotos cast bo hopkins susan strasberg aleisa shirley patrick macnee dana kimmell br br fifteen year old bad girl melissa new desert town long folk around start dying detective put together clue help nancy drew good girl daughter played friday th alumnus dana kimmell local native american prime suspect since seem upset prejudiced townsfolk event lead revealing killer melissa sixteenth birthday party br br average slasher memorable made tv feel without much score besides title character corny theme song play couple time throughout line like killer turn u coleslaw fit standard eighty slasher screenplay marci call melissa bad name somehow immediately develop friendship apparently marci see hard fit melissa know wear make movie would hard pressed made today main character fifteen director inserting multiple gratuitous close ups social commentary indian developed enough taken seriously surprised fairly high rating movie get sweet sixteen ed hunt bloody birthday potential capitalize time honored tradition birthday party create intense sequence carnage feel failed deliver bright side releasing obscure movie like dvd give hope others follow,0
early film flaw predictable plot overlong scene dubious relevance already clearly demonstrates hitchcock mastery editing use powerful image also among expressionist film stylistically note example weird distortion us party sequence frequent echo title plot imagery br br core though remains final match still among exciting example cinematic boxing even though know hero win becomes quite believable lose movement wife champion corner motivating final plot pay well entwined progress match insert stopwatch exactly almost hear ticking even though silent film visuals often surprisingly auditory feel pacing becomes astonishingly rapid viewer get sucked excitement brutality match sexual jealousy underlies br br dvd release familiar laserlight public domain company hitchcock silent released attached various musical selection mostly orchestral action sound editing frequently sloppy sound quality varies widely genuine care seems gone actual choice music accompanying final match work extremely well unlikely sequence ever better accompanied br br much impressive film present obscurity would suggest deserves honorable place hitchcock canon slender list worthwhile boxing film,1
movie got one worst ever seen make dvd story line might clicked film funding writer would cut nonsense sickly scene highly caution parent story line like loose cannon thing drive thru movie maker one would sprung reminded lot quickie film put poor script writing filming br br sensible character whole movie bartender beaver rest film could easily made middle school child give film rating truly awful left entire family sense cheated advice watch,0
watched movie gotta say great premise great talent turkey lay friend lent movie watched open mind mainly high praise story br br well movie started kevin costner fighter pilot retiring make fighter pilot supposedly going hired anthony quinn character new pilot well never see costner go near plane rest movie br br costner run texan james gammon selling horse big mexican businessman costner tag along ride without knowing happened gammon beat near death costner drive meeting happens associate quinn nothing come nada zilcho gammon character horse sale quinn associate nothing come br br also leave costner dead make madeline stowe character become whore attack one quinn men paying turn stab knife next thing moved convent explanation moved done br br much talent wasted weak script poor editing watched friend owned let watch going throw hour wasted life watching blasted thing,0
two year ago sundance loved josh kornbluth directing debut haiku tunnel looking forward brother frequent collaborator jacob best thief world drama seemingly good kid growing lower class area new york movie without poignant moment time kornbluth working way hard state obvious life difficult people life fair br br subtle important understanding despite somewhat abhorrent cultural underpinnings anti social behavior may spawn character shortage goodness humanity recoil language living condition cannot discount intent fact struggle maintain family adversity certain nobility u barely appreciate kornbluth grew neighborhood compassion people evident throughout br br said best thief world suffers many painful flaw including title character believable writing uneven plot line barely discernible many disturbing kornbluth us two young black boy mimicking gangsta rap scene question potential realism phenomenon pain see year old child mf ing talking sex line woman unnecessary shock value forced bit borrowed interest,0
along fernando fragata joão mário grilo abi feijó leonel vieira étc commercial director diamantino costa one best portuguese director lampião da estrela diamantino costa first movie made several successful commercial title starred one best portuguese comedian time herman josé josé pedro gomes great funny movie br br boa sorte diamantino,1
add much said already except going line minimum policy br br actually got vhs dvd copy quality quite poor desperately need officially released br br imagine extra would like see tim healy character swearing way one football blooper type programme would great imagine course look like people carry dreaming dvd release br br surely god must someone dvd release department itv also know something british culture web savvy enough look imdb oh well,1
excellent documentary still manages shock enlighten unfortunately time changed much since made thus important piece freedom conscious american see,1
probably best cinematic depiction life manhattan ad agency pressure perform client agency demand party creativity money cool surface powerful corporate undercurrent br br toss parenthood dustin hoffman br br movie textured deep follows internal relationship try understand live going relationship meryl streep friend becomes friend relationship son br br meryl streep great set record least screen time win oscar sure deliver though,1
first film little ambition nothing stick screen bad version back future zero charm accepted bill ted nitwit joke get hammered audience long break br br surprise spoiler warning br br today standard fun shunned upon release sad considering talent involved first time get photographer face editor fugitive production designer burton early work sound designer matrix br br writer made shallow first outing something deep since shunned fanbase public director probably decided style extreme fit material like death becomes catch dare smart like movie simple buy probably since dared different took producer pull good br br nice self reference towards keanu airhead messiah see also arnold schwarzenegger br br joss hate creation much hate counterpart make hatred evil b good robot usses vocabulary original lesser copy depreciation language br br duality motif nowhere else evident photography style lot high low angle even use roy brocksmith total recall emphasize point br br choice motif know started genre maybe ghostbusters used pretty well even boil game death battleship club br br film self reference even present game death clue smarter tarantino brook notice premier magazine cover end bill ted movie ironic also death nomolos villain die hard lethal weapon sequel br br still minor nit nothing compared original music film different medium make sense many script revolve around former particularly teen market carlin great comedian movie wasted also daring effort show even cracking gay joke kill cat br br despite looking like nickelodeon production incredibly interesting movie got beavis butt head heaven mugged three people br br final analysis midrange material,1
recently friend discussing educational ethical influence growing versus today mentioned samuel taylor coleridge wrote rime ancient mariner u required recite part epic poem high school english literature course college friend said message even might called metaphysical within today context br br tried reciting remembered bit piece problem remembering dr seuss said get two copy poem could read easy enough extremely surprised find made film looked forward watching film see interpreted rime ancient mariner exactly light reading read poem watched film together br br considered film remarkable achievement especially considering made computer called ken burn effect special effect often began compensating lack substance particularly noteworthy th th century illustration culled lesser known artist willy pogany early hollywood designer br br film narrated sir michael redgrave taught poem schoolmaster adding tone authority credibility remaining true poem br br mastery layer subtle message conveyed without instructing becoming oppressive obvious morality tale found refreshing change today face clobber head mentality today morality message film two dimensional extreme violence murder mayhem mark bad bad really really bad good super hero human character lacked nuance rime ancient mariner celebration individual character appreciation celebrating richness life offer within larger context humanity e man capacity give others br br proud found unknown gem learned top award category five six time name international film festival another surprise learning film director raul dasilva recognized authority early animation authored six award winning book film br br film message relevant today coleridge penned original epic poem raul dasilva translated film still teaching high school five year grab one show student level richness naturally lead discussion big important issue u face whether today fact long humanity spiritual component br br highly recommended,1
obviously worst movie ever made ketchup starring role movie would nominee award cause plot actor anything related farce absolutely horrible ridiculous could made better horror flick backyard within two hour hand held camera using grass stuffed dummy actor atleast acting would better waste time money one extremely cheesy horrible,0
got subjected pile one wednesday afternoon mother law watching get someone basically remake crappy high budget hollywood flop core washed actor like luke perry high budget one flopped make people think movie year later budget would go anywhere laughing movie insanely similar fact shocked held legal rather airing tv basically script core redone badly seen core know worse funny since core already bad funny br br enjoy getting laugh really bad movie one right alley thing say wish luke perry able career horrible actor land horrible role crappy made tv movie run daytime television pretty much one step closer end would career,0
steve biko black activist tried resist white minority governed south africa much way gandhi tried resist british empire colonialism india richard attenborough film cry freedom biko apartheid much donald wood white liberal newspaper editor risked life trying tell biko story film jarring point view switch biko dy prison tortuous behavior hand south african police wood played kevin kline must choose whether right thing flee country publish book biko allow wife played penelope wilton pressure forgetting book case biko dy vain begin life changing friendship biko wood degenerate standard number escape border yarn biko death oscar nominated denzel washington good fourth film biko something wrong film try depict struggle apartheid focusing trial white family half film attenborough would served topic better focusing biko rise prominence instead beginning biko befriended wood perhaps black actor leading role hour film exactly conducive big box office film tremendous box office flop anyway film politics aside film still entertains sends message two albeit pg sanitized fashion star,1
take patience get david lynch eccentric change life affirming chronicle alvin straight journey stick though move slow straight john deere meet kind stranger along pilgrimage learn much isolation aging painful regret secret ultimately power family reconciliation richard farnsworth cap career year genuine performance sad poetic flinty caring sissy spacek match slow daughter rose pine private loss caring dad rarely modern film preached positively family,1
may biased author novel hungry bachelor club self published screenplay written good friend hungry bachelor fred dresch inspiration character marlon film pleased trailer hope see film entirety comment jorja fox play delmar youngblood character stellar carry bulk emotional vehicle fine form done better look like real people hardly formula driven thankfully drive statement racial prejudice home gracefully heartfelt,1
second film interesting previous one except suspense know going going happen even hinted screen pleasure come way various trick happen succession know dynamite car lose wheel car crash speak car happens detail particular discover film may baited dumb woman obvious come know already seen know dragged trap going get must discover worry get main trafficker another story speed boat match busy beaver river also know going wounded know bullet proof jacket day true recently discovered gi kind equipment iraq meaning film insistence hunting trafficker blindness see prohibition creates problem film constant perfect illustration value ever stand way moralistic crusade force evil simply legalize good properly observed surveillance something illegal pushed way less fun use forbidden restricted attractive br br dr jacques coulardeau university paris dauphine university paris pantheon sorbonne university versailles saint quentin en yvelines,1
voting option compelled use next available figure br br sad day bollywood type movie star cast actor nothing bunch juvenile acting awful script br br movie nowhere near called clone hitch salman khan usual take shirt theme govinda humorous laugh somebody told decade ago would writing comment salman success maine pyar kiya would written,0
wow believe first one post comment great movie br br although movie seemed interesting enough real thing attracted one matt lillard granted people probably either think caffeine happy plain suck age generation watched guy many time one favorite one movie big shot main star kind like slc punk another great lillard film br br baiscally storywise usual heist movie twist anything start amount craziness also notable movie another great actor named vincent onofrio appreciated person film industry woman movie newcomer bad although know hired mainly accent nude scene br br game jack v jill v bob want reap reward share one try get eachother kill timebomb waiting explode matt show true prowess scheming jack initially start whole scheme vincent woman play couple art thief need money due lack business vince character bit deranged skitz throughout movie add intensity film br br surprise left right well welcomed ending non cliche make feel happy well maybe depends type ending like movie kept interested besides fact matt great movie highly recommend anyone like movie critic probably like movie watch movie cause like movie anyway,1
swedish splatter movie world gone insane br br probably still common sight day swedish gore flick b movie business sweden seems trouble day long gone golden day rymdinvasion lappland movie seems trouble much talk still manages somewhat amusing mainly good fx great b movie script acting still pretty bad though actually matter much supposed gore flick nothing go bit wrong reason simply enough blood fill void br br every person know gert fylking good laugh role sgt though nearly laughed as really hilariously bad br br besides good part listed really nothing else recommend unless starved swedish b movie br br,0
read lot people disappointed film compared part initially could understand bit thought think wrong soderbergh continues fact based telling che life started part part told story revolution moving unpromising beginning ultimately successful conclusion part tell story revolution move unpromising beginning completely unsuccessful conclusion soderbergh fault part che life completely different outcome bravely chooses tell fairly straightforward way viewer may feel lot better coming cinema part part reality che life opinion fault director film far perfect probably long least part saw different aspect war guerrilla success part catch break see number constantly reduced death capture che capture death dealt well film greatly enhanced dialogue spanish benicio del toro excellent charismatic argentinian seen part see similar telling different story part,1
admittedly parsifal opera appeal everyone although favourite mine knappertsbusch particular syberberg entire approach static whenever music suddenly begin swell syberberg keep cast moving pace take amfortas klingsor endless whatever happened film editing result physically exhausting watch viewer never spiritually transported impulse rush home play recording confirm wagner got right syberberg got wrong set decoration clever reminder wagner anti semitism ever viewer film prior knowledge wagner,0
wasted minute life turkey gave main character completely clueless astoundingly unsympathetic humor blundering soon arrives germany screenwriter pull old one room hotel share room pretty girl stunt come least could let develop relationship bit first watch happened one night see right thousand movie since br br acting consistently third rate improvised dialogue left cutting room floor meander plan despite fact film telegraph relationship destination moment greta introduced br br first song boardroom mildly funny badly sung rest song well fair heard first half hour pointless awful singer painfully tune intentionally humorous sort way,0
forgettable trifle ish norma shearer play fluttery girlish socialite monte carlo caught tussle george sander robert taylor would tempting blame movie failure dull talky script director george cukor never seems interested livening film generally comatose state mostly though fault shearer desperately wanted keep playing young part long could get away inadvertently make cardboard lover bizarre monument aging woman vanity,0
particularly moved understated courage integrity l anglaise beautifully acted intellectually visually compelling film thank much monsieur le directeur rohmer,1
movie really nothing besides admittedly well crafted series tense sequence punctuated inevitable gotcha end really character development real plot speak skeletal motivation character anything trudge forward unavoidable doom excuse show creepy ghost kid seems gotten family cat mixed ectoplasm ghost mom long black hair hanging face kind like ring take bunch cardboard cut two dimensional excuse human character br br english language version grudge equivalent cinematic junk food satisfying momentarily really ought living br br recommended,0
waaaaay much frustrating watch waiting whole damn movie end finally get answer end nothing huuuge neon sign question mark head seen bad acting nonsense movie long long time bothering come someone actor read script bull movie say ok let film horrible movie suuuuuuuuuuuucks believe spent hour half life something like,0
u least inhabit two world real world mercy circumstance world within unconscious safe place escape word mr gone introduces inside world maxx fascinating world fantasy reality combined inspired comic book sam kieth maxx faithful material inspired story also graphic style look like page comic giving show surreal unique appearance also story interesting entertaining moment could turn weird got inside hard get story character wonderfully developed music go perfectly style show give proper atmosphere unfortunately like many good animated show one short lived maxx must see one time favorite,1
rare come across film awful annoying irritating without doubt one worst film ever seen br br plot blur confusing pointlessly flashy editing ludicrous domino become bad as tough bitch gold fish died kid traumatic event left emotionally stunted hating everyone dialogue clichéd banal littered laughable line three kind people world rich poor everyone else one point bounty hunter guy tied back bus combination number tattooed arm confusing mobile phone call instead rolling sleeve reading number blow arm shotgun another point bounty hunter take bomb meeting arranged mafia threaten set bomb unless mafia let go clearly going meeting would easy br br keira knightley unconvincing dreadfully miscast mickey rourke manage salvage credibility mess br br enjoyed tony scott previous film true romance one could think suffering drivel must made complete idiot,0
tom berenger put soul sgt barnes done thomas beckett thought world folding first scene nothing compared much felt last scene great movie even girl,1
diagnosis murder shown weekday afternoon bbc since used watch ill school good year ago know really enjoy way enjoy murder wrote totally addicted even dvd box set ok know sad br br dick van dyke carry show star dr mark sloan doctor community general hospital l also police consultant l p son steve barry van dyke dick real life son police officer need father help many suspicious death br br along ride dr amanda bentley victoria bentley resident pathologist community general first couple season scott baio playing dr jack stewart upped left series hoping go bigger better thing stayed done anything note since theatrical appearance many year baby genius superbabies oh dear br br anyhow dr jack stewart replaced younger dr jesse travis played charlie schlatter stepped baio shoe pretty comfortably br br series highly implausible whodunit series murder wrote everywhere jessica go someone end dead underrated father dowling mystery murder solving priest nun sidekick br br series much lighter supporting cast included bumbling hospital manager norman briggs played michael tucci along nurse mark secretary dolores played delores hall character longer included series became grittier affair bigger looking budget episode included far action one episode entire hospital blown br br family show van dyke well dick son barry also dick daughter grandchild making appearance various episode br br series went got bit silly one episode remember dick van dike play entire family bit ordinary whole diagnosis murder really good tv show numerous good guest star br br since show finished dick barry appeared together murder series tv movie made hallmark channel pretty much following path still enjoyable dick mid seem change great deal look working till bitter end br br tv show,1
may contain spoiler br br clearly ever made film must lot connection see way really surprise one used name allen smithee surprising everyone involved use name br br anyhow begin bad dialogue crummy costume sorry looking film stock unintentional comedy top character inconsistency george w bush college career know funnier guy losing arm snowball slow motion scene baby jack frost getting killed also one great line time uttered film know like another mutant snowman talk kill people snowball great camp film bad film overall,0
sitting big wing chair huge book lap one bela lugosi look camera dreadful vocal delivery sound mocking reading shakespeare intones sloooow ly man constant groping thing unknown drawing endless reach time brings light many startling thing snicker startling seem new lugosi eye bulging raised eyebrow mouth sneering continues new sign age cue visual lightening accompanied sound thunder continues rumble astonishing second br br begin arguably worst film ever made movie almost defies description told semi docudrama style unseen narrator explaining plot story revolves around vicissitude man named glen ed wood jr cross dress hence reference glenda film real structure instead consists mostly random assortment vignette may may relate glen cross dressing motif one long sequence consists unknown woman wriggling sofa followed man whipping woman would today refer br br odd moment bela reappears apparent reason babble inane dialogue like wrong right right wrong pull string dance huh br br twenty percent film visuals consist stock footage accompanied vo relates story motif visuals hence see stock footage bustling city street freeway traffic thunderous herd buffalo playground full kid get worse film cross dressing consecutive second stock footage foundry furnace making hot steel consecutive second battle scene wwii br br even simplest item botched one scene see newspaper headline read man nabbed dressed girl underneath headline clearly glued pasted article tax one favorite scene screen woman spout airplane creator voice sound like inhaled helium br br except performance lyle talbot acting uniformly horrendous production design cheap looking drab gotta love tacky wallpaper editing sloppy background music suitable style elevator b w cinematography way much contrast costume look like something came thrift store br br film bad make plan outer space look like citizen kane comparison know one could make film worse ed wood glen glenda thankfully got bela lugosi every time opened mouth gazed camera big bulging eye fell floor laughing,0
easily disappointing least gratifying movie entire called blacksploitation genre way film generally enjoy great deal home rather exploitation demeaning film actually provide priceless insight era well bucktown br br story duke return bucktown operate night club left recently deceased brother quickly learns city entirely controlled corrupt police force bleeding protection money local business duke resists determines rescue city corrupt police unfortunately calling posse friend people vaguely explained former black militant worked duke job past simply murder entire police department cold blood literally presence hundred witness nothing stop ignorance justification murder would much entertaining see cracker police suffer action opposed merely getting whacked street revenge ubiquitous generally satisfying theme film genre far cry seeing pam grier track thug ed family cuss give jujitsu as kickin set fro fire art reason existing merit level respect quite undeserved simply shooting someone back course bizarre tale playing woman completely man thumb afraid cracker run town oppress people indeed advice duke run man gonna kill br br following sickening gratuitous violence expected believe town mayor wholeheartedly condones action duke friend congratulating offering throw parade honor opposed say calling district attorney press capital murder charge taken custody duke posse decline parade instead opts fill numerous vacancy police force created recent killing spree immediately prove even corrupt cracker police predecessor quote mayor ten time worse duke find must rescue citizen bucktown corrupt protection racket law enforcement official make safe decent folk operate prostitution business street unfortunately duke already lost moral high ground sympathy due hero willing participant murder original police force cared one way rescued bucktown gotten plugged point suppose entertained clever way duke outsmart new police goon reality film become opera gratuitous violence duke murder former friend ally cold blood absence compassion gunning cracker police duke pig br br finally everyone town duke aretha employee local brothel dead bleedin street hero heroine walk night though admirable quality redeeming value duke merely murderous thug aretha enabling misogynist accomplice interested genre film mean highly recommend see coffy foxy brown truck turner blacula sheba baby process run across dvd throw far away possibly drop like hot treated one would treat glowing puddle nuclear waste single film entire blacksploitation era dramatically entertaining satisfying populated sympathetic admirable character piece slime obviously written targeted hormonally imbalanced high school sophomore,0
caution several spoiler br br someday somewhere going post apocalyptic movie made stink unfortunately postman movie though give credit trying br br kevin costner play somebody credited postman actually postman wanderer mule wasteland western america devastated unspecified catastrophe trade isolated village performing shakespeare suddenly pack bandit called holnists self declared warlord west descend upon village costner visiting evil leader gen bethlehem patton draft costner much misery numerous effort break costner spirit escape thus ending lengthy section movie could told better three minute flashback br br finally get major premise escaped costner find abandoned mail truck delivers letter nearest town hoping get food pretense postman number village people led young ford larenz tate want get postman act sit well bethlehem bandit costner find unwitting unwilling leader band postman war holnists br br idea postman versus bad guy ridiculous sound holnists depend livelihood fact village prey isolated one another holnists destroy one village could stand victim united unite village must communicate one another working mail system would thus big step toward putting holnists business really make lot sense bethlehem would get medieval heroic mail carrier unfortunately bethlehem eventual defeat result village uniting instead old standby cliche one one brawl costner even real attempt community use mail work together solve problem mail seems standard hi aunt debbie stuff played maximum sentimental value br br postman one predictable movie shot shot ever seen purposely try ruin movie straining figure going happen next talking kind predictability requires effort knew going happen next whether wanted know lion prominently showcased eating people holnist bandit seeking escaped costner venture bush noise shocked lion eats bunch unoffending villager rounded shot firing squad one villager sings famous last word right shot immense lack surprise covered statue unveiled show exactly everyone knew going costner bending pick letter cutesy kid saw earlier movie man tell bethlehem sir take wife bethlehem run unsuspecting sod though person theater unsuspecting br br rank cloying sentimentality really undoes postman olivia williams playing costner lover abby worst served pours heart material give best effort make sound natural sincere try hard heart breaking nobody could ever made line gift postman give hope like candy pocket sound like anything syrupy pap another example scene mounted costner thunder past little boy ignoring proffered letter turn around stare seems like five minute thunder back pick letter costner pick first time real reason artifice try fails give u feeling elation dashing kid hope restoring br br schmaltz predictability unite end statue postman revealed sat thinking please tell going show statue cut back scene cutesy kid surely saccharine obvious even movie ala music swelled indeed cut back dreaded little boy smiling letter maiden aunt whisked away held head hand thought somebody shoot felt like thirty pound apple pie rammed throat br br gen bethlehem humanized villain normal standard issue post apocalyptic villain meanest toughest b valley bethlehem shown little nothing man inside try make feel important beating others although menace thereby sacrificed bethlehem credible way villain unfortunately patton overacts although told early bethlehem utterly destroyed last challenger five second hand hand combat bethlehem actual fighting skill shown end movie absolutely ludicrous br br acting otherwise pretty good costner done better razzie overreaction mentioned olivia williams impressive larenz tate ford sincere credible job james newton howard score competent though short epic standard movie going enough save film br br rating,0
movie horrible see discus entire film greatest chase scene ever eddie dumbs milk tim get chased hallway eddie put obstacle jock way hilarious consequence like cymbal nailing trumpet player buy dvd watch slow best obstacle knocked mop bucket one jock jump proceeds slide ground door slide pick speed thus defying physic mainly friction yet lie behind door supreme steepest stair case school ever jock proceeds clear air reality probably would die broken neck defy concept reality make funniest noise ever made situation go buy one trust scene worth buck,1
mild spoiler contained herein spoiling film save trouble watch br br jet li movie fall one two category shaolin period movie movie set modern day hong kong revolving around triad triad like organization genre best worst film twin warrior jet li best shaolin era flick evil cult worst fist legend recent past best modern era jet li movie black mask without doubt worst br br jet li play self exiled mercenary received injection give superhuman ability shortens life span new life exile play pacifist librarian old mercenary squad go rampage jet li becomes vigilante determined stop don silly corrugated cardboard mask conceal identity police public librarian well conceal true identity ex comrade arm br br version saw dubbed horribly jet li capture hold hostage library co worker pacifist love story police chief care learns black mask true identity plot plain bad bad way superhero cheesiness bad sense character never properly developed bad character interaction topped half explained story quickly lost interest br br action martial art sequence way top lot blood gore severed body part aplenty explosion matrix style superhuman martial art fiasco present film unfortunately film best selling point want see jet li playing vigilante superhero mission impossible style movie black mask delivers rest u jet li fan true disappointment one movie jet li never get jet li get neither chance charm u charisma chance impress u impressive yet realistic martial art ability br br normally chinese knockoff ozzy osbourne would enough engross film sadly black mask proved exception rule indeed antagonist movie way dress long straight hair trademark round sunglass look like modern aged ozzy osbourne however villain screen long enough make gimmick worthwhile assuming likeness ozzy intentional addition villain look also ran satanic looking hideout much could made ozzy osbourne villain gimmick writer director anyone bothered give background develop character film arch villain br br black mask first jet li film released video usa lethal weapon glad stayed away may well ruined whole perception jet li martial artist actor want see jet li worst rent black mask evil cult make double feature horror intentional unintentional otherwise stick move utilize talent jet li plot semi well thought plausible star,0
superb acting wonderful set clothes music story br br amazed review movie certainly one best br br also wonderful movie see tandem great random harvest much opening crisis br br middle aged unknown english w w officer hospital toward close war suffering shell shock complete amnesia without idea name origin anywhere belongs prof wealthy established man recovers remember year war br br movie resemblance end br br warmest thanks participated movie particularly actor ian holm alan bates ann margret great surprising casting choice glenda jackson julie christie br br one stay forever,1
